GUID,NUTS1,NUTS1NAME,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,SMALL_AREA,GEOGID,GEOGDESC,TO_POP2016,TO_HOU2016,AREA_SQMET,POP_DENS,DEP_RATIO,PER_NONIRE,HO_PRE2001,HO_POS2001,PER_FLAPBE,PER_RENT,PER_VAC,PER_UNEM,PER_PROF,PER_O_OCC,PER_3ED,PER_NO3ED,AV_PER_HOU,PER_NO_INT,PER_DISAB,TO_POP2011,PER_CH_POP,TO_HOU2011,PER_CH_HOU
4c07d11e-3c3c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02125,268110,Pembroke East A,268110002,268110002,A268110002,Small Area,187,90,9502.620028973246,19678.78,14.02,31.52,64,9,100,65.56,9.8,3.59,51.11,48.89,75.16,16.99,2.13,10,4.28,179,4.47,90,0
4c07d11e-3c17-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02147,268143,South Dock,268143017,268143017,A268143017,Small Area,264,133,9497.289595539598,27797.4,7.32,34.1,122,7,100,82.71,11.66,1.99,42.11,57.89,88.08,7.77,2.06,1.5,7.2,279,-5.38,132,0.76
4c07d11e-3c05-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02132,268117,Pembroke West C,268117022,268117022,A268117022,Small Area,105,67,9449.607092390559,11111.57,26.51,37.5,56,0,100,62.69,31.31,1,52.24,47.76,72.94,15.29,1.58,1.49,10.48,90,16.67,62,8.06
4c07d11e-3c32-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02130,268115,Pembroke West A,268115001,268115001,A268115001,Small Area,213,92,9421.044061706376,22608.96,43.92,8.57,80,0,2.17,32.61,7.84,3.83,33.7,66.3,50.64,37.18,2.3,1.09,18.31,192,10.94,89,3.37
4c07d11e-3b8e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02032,268032,Cabra East C,268032011,268032011,A268032011,Small Area,145,62,9407.558177851119,15413.14,8.21,78.83,53,0,37.1,91.94,30.77,19.58,9.68,90.32,27.36,59.43,1.94,4.84,10.34,121,19.83,53,16.98
4c07d11e-3b60-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02002,268002,Arran Quay B,268002014,268002014,A268002014,Small Area,139,63,9351.577585924006,14863.8,13.93,46.32,33,14,95.24,82.54,8.57,4.92,33.33,66.67,71.43,16.88,2.24,1.59,7.91,128,8.59,59,6.78
4c07d11e-3998-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02110,268085,Kilmainham C,268085003,268085003,A268085003,Small Area,180,80,9261.78438451769,19434.7,24.14,28.09,21,48,73.75,45,12.77,10,20,80,49.11,36.61,2.26,3.75,12.78,185,-2.7,82,-2.44
4c07d11e-3b6e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02144,268140,Royal Exchange A,268140017,268140017,A268140017,Small Area,400,83,9225.93168268144,43356.05,7.82,57,47,11,98.8,61.45,25.37,3.58,34.94,65.06,27.81,67.5,1.88,12.05,10.75,336,19.05,112,-25.89
4c07d11e-3c31-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02130,268115,Pembroke West A,268115003,268115003,A268115003,Small Area,152,84,9225.277136726512,16476.47,42.06,17.76,72,2,1.19,33.33,8.7,2.84,39.29,60.71,48.46,39.23,1.89,3.57,20.39,165,-7.88,83,1.2
4c07d11e-399f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02152,268148,Ushers A,268148008,268148008,A268148008,Small Area,372,154,9156.310335629616,40627.72,16.61,44.14,64,29,95.45,85.06,7.69,11.21,12.34,87.66,43.44,38.01,2.26,7.14,16.4,339,9.73,143,7.69
4c07d11e-3a12-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02146,268142,St. Kevin's,268142019,268142019,A268142019,Small Area,191,97,9106.060153586357,20975.04,7.91,68.09,56,11,74.23,88.66,13.79,7.34,21.65,78.35,46.67,40,1.94,11.34,8.38,137,39.42,91,6.59
4c07d11e-39fb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02162,268162,Wood Quay B,268162014,268162014,A268162014,Small Area,129,70,9058.958059734226,14240.05,12.17,39.06,50,1,48.57,67.14,16.47,10.48,24.29,75.71,58.33,25,1.87,5.71,5.43,127,1.57,71,-1.41
4c07d11e-3a27-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02123,268102,Merchants Quay E,268102004,268102004,A268102004,Small Area,140,63,9052.667026438716,15465.06,16.67,38.57,56,7,87.3,60.32,19.23,3.2,31.75,68.25,71.26,11.49,2.22,0,10,147,-4.76,69,-8.7
4c07d11e-2cf0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02047,268058,Drumcondra South A,268058001,268058001,A268058001,Small Area,240,92,9048.665337985276,26523.25,34.83,6.44,81,1,7.61,21.74,21.85,4.11,29.35,70.65,49.44,34.27,2.32,3.26,17.92,258,-6.98,105,-12.38
4c07d11e-28d3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02033,268033,Cabra West A,268033005,268033005,A268033005,Small Area,209,75,8996.18352553576,23232.07,49.29,3.41,70,0,5.33,17.33,3.85,9.55,12,88,12.67,71.33,2.83,8,21.05,206,1.46,75,0
4c07d11e-3b5f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02003,268003,Arran Quay C,268003002,268003002,A268003002,Small Area,385,96,8988.683959688988,42831.63,12.9,34.31,11,68,97.92,68.75,10,4.32,35.42,64.58,46.34,40.07,2.08,8.33,10.13,386,-0.26,92,4.35
4c07d11e-3885-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02074,268105,Mountjoy B,268105015,268105015,A268105015,Small Area,139,72,8985.58672088459,15469.22,11.2,70.9,56,1,81.94,88.89,25,10,11.11,88.89,28.26,54.35,1.88,5.56,6.47,105,32.38,89,-19.1
4c07d11e-35ce-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02002,268002,Arran Quay B,268002007,268002007,A268002007,Small Area,215,92,8975.387192548444,23954.4,10.82,75.36,25,43,98.91,91.3,14.02,5.13,35.87,64.13,65.35,18.9,2.4,3.26,5.58,222,-3.15,89,3.37
4c07d11e-3c4a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02066,268080,Inns Quay A,268080015,268080015,A268080015,Small Area,202,85,8970.038524409012,22519.41,12.85,68,66,3,64.71,83.53,5.43,8.65,10.59,89.41,31.5,49.61,2.35,4.71,13.86,125,61.6,57,49.12
4c07d11e-35b2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02005,268005,Arran Quay E,268005002,268005002,A268005002,Small Area,172,93,8938.28362246792,19243.07,25.55,7.65,82,0,0,44.09,7.92,3.27,35.48,64.52,54.11,30.82,1.88,2.15,11.63,173,-0.58,91,2.2
4c07d11e-3875-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02088,268138,Rotunda A,268138005,268138005,A268138005,Small Area,462,161,8876.35287325397,52048.4,17.86,76.27,63,37,81.99,67.7,10,12.21,11.18,88.82,27.42,58.39,2.63,19.88,7.36,313,47.6,109,47.71
4c07d11e-20e2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02113,268092,Kimmage C,268092007,268092007,A268092007,Small Area,247,82,8860.5564618754,27876.35,51.53,1.63,77,3,0,35.37,2.35,12.8,7.32,92.68,3.41,85.8,3.12,1.22,23.89,254,-2.76,84,-2.38
4c07d11e-399d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02157,268153,Ushers F,268153003,268153003,A268153003,Small Area,159,76,8795.633760587618,18077.15,16.06,33.33,5,65,98.68,59.21,12.5,2.84,36.84,63.16,68.57,22.86,2.08,3.95,8.81,144,10.42,71,7.04
4c07d11e-39c3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02155,268151,Ushers D,268151010,268151010,A268151010,Small Area,181,88,8784.095901423385,20605.42,41.41,17.68,4,81,100,85.23,2.22,12.69,6.82,93.18,17.92,58.49,2.03,1.14,12.71,104,74.04,61,44.26
4c07d11e-3ba4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02089,268139,Rotunda B,268139002,268139002,A268139002,Small Area,172,89,8723.547204748476,19716.75,8.18,72.12,42,11,92.13,62.92,25.41,3.14,12.36,87.64,47.52,34.65,1.89,29.21,2.91,115,49.57,64,39.06
4c07d11e-3903-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02119,268098,Merchants Quay A,268098005,268098005,A268098005,Small Area,159,70,8694.08492908716,18288.3,10.42,61.84,10,52,100,51.43,7.69,4.79,31.43,68.57,59.78,28.26,2.24,1.43,3.77,138,15.22,63,11.11
4c07d11e-3a2d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02157,268153,Ushers F,268153012,268153012,A268153012,Small Area,224,110,8633.750854722986,25944.69,45.45,2.68,99,0,100,91.82,6.78,15.68,4.55,95.45,1.99,83.44,2.07,3.64,24.55,243,-7.82,106,3.77
4c07d11e-39f8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02138,268132,Rathmines West A,268132015,268132015,A268132015,Small Area,195,118,8600.372294950801,22673.44,6.56,65.1,70,0,72.88,72.03,6.98,8.11,18.64,81.36,42.11,43.61,1.67,19.49,10.26,182,7.14,116,1.72
4c07d11e-3c20-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02147,268143,South Dock,268143019,268143019,A268143019,Small Area,310,128,8545.83639535576,36274.97,15.24,33.88,10,101,100,73.44,18.9,3.61,32.81,67.19,47.62,41.9,2.42,9.38,8.06,356,-12.92,157,-18.47
4c07d11e-3a0e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02162,268162,Wood Quay B,268162013,268162013,A268162013,Small Area,184,84,8520.321394328887,21595.43,10.18,64.04,49,3,59.52,76.19,21.3,8.62,23.81,76.19,52.17,43.48,2.15,11.9,9.24,200,-8,88,-4.55
4c07d11e-3be5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02134,268128,Rathmines East A,268128004,268128004,A268128004,Small Area,158,86,8502.626595196618,18582.49,11.27,30.38,74,2,86.05,80.23,10.2,4.17,40.7,59.3,80.45,13.53,1.84,3.49,5.06,147,7.48,84,2.38
4c07d11e-3b8c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02067,268081,Inns Quay B,268081014,268081014,A268081014,Small Area,147,75,8497.656716503443,17298.89,81.48,10.88,55,0,93.33,77.33,13.79,16.81,0,100,1.08,91.4,1.96,21.33,24.49,152,-3.29,75,0
4c07d11e-346c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02138,268132,Rathmines West A,268132014,268132014,A268132014,Small Area,170,109,8487.079858806823,20030.45,4.29,60.84,95,2,72.48,83.49,20.28,9.7,15.6,84.4,55.05,26.61,1.54,8.26,10.59,164,3.66,110,-0.91
4c07d11e-3bb9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02066,268080,Inns Quay A,268080006,268080006,A268080006,Small Area,175,53,8474.932372234975,20649.13,12.18,38.22,51,2,20.75,67.92,14.06,7.83,13.21,86.79,54.17,30.21,2.87,1.89,13.71,133,31.58,89,-40.45
4c07d11e-3b62-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02068,268082,Inns Quay C,268082008,268082008,A268082008,Small Area,159,67,8453.450138336106,18808.89,31.4,38.31,60,0,29.85,52.24,14.81,5.63,16.42,83.58,40.91,46.36,2.3,5.97,13.84,164,-3.05,73,-8.22
4c07d11e-35cc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02003,268003,Arran Quay C,268003014,268003014,A268003014,Small Area,145,68,8439.758981350029,17180.59,5.84,52.9,9,52,100,79.41,22.83,4.38,47.06,52.94,65.66,23.23,2.09,11.76,4.83,175,-17.14,81,-16.05
4c07d11e-3a44-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02154,268150,Ushers C,268150016,268150016,A268150016,Small Area,183,71,8417.364451446863,21740.77,81.19,2.75,42,0,100,88.73,8.97,23.15,1.41,98.59,1.25,81.25,2.56,7.04,17.49,149,22.82,63,12.7
4c07d11e-39af-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02152,268148,Ushers A,268148011,268148011,A268148011,Small Area,272,109,8381.410718242505,32452.77,17.75,44.78,57,14,97.25,78.9,5.93,8.19,25.69,74.31,75.64,12.18,2.47,2.75,7.35,237,14.77,96,13.54
4c07d11e-3a2b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02154,268150,Ushers C,268150009,268150009,A268150009,Small Area,280,125,8377.634193075446,33422.32,21.74,44.09,1,124,100,30.4,1.56,4.72,31.2,68.8,61.2,20.22,2.23,0.8,7.14,151,85.43,82,52.44
4c07d11e-3444-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02124,268103,Merchants Quay F,268103010,268103010,A268103010,Small Area,258,125,8367.696106940437,30832.86,27.72,24.12,9,107,97.6,81.6,8.03,11.48,16.8,83.2,42.04,44.59,2.1,5.6,18.99,264,-2.27,129,-3.1
4c07d11e-35a8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02088,268138,Rotunda A,268138018,268138018,A268138018,Small Area,225,82,8341.944488098412,26972.13,7.66,85.98,73,1,73.17,86.59,17.48,5.21,8.54,91.46,40.63,34.38,2.7,8.54,9.33,159,41.51,73,12.33
4c07d11e-33b4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02131,268116,Pembroke West B,268116002,268116002,A268116002,Small Area,230,99,8278.405057596143,27783.13,44.65,5.68,96,0,1.01,35.35,13.04,4.19,41.41,58.59,68.32,24.84,2.37,3.03,12.17,223,3.14,106,-6.6
4c07d11e-3b52-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02005,268005,Arran Quay E,268005015,268005015,A268005015,Small Area,143,74,8276.646353315695,17277.53,19.17,66.2,56,1,72.97,85.14,11.9,4.1,2.7,97.3,26.32,52.63,1.97,6.76,11.89,116,23.28,70,5.71
4c07d11e-3b61-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02002,268002,Arran Quay B,268002015,268002015,A268002015,Small Area,330,133,8200.196102683702,40242.94,14.19,61.47,73,13,100,75.19,10.07,8.59,23.31,76.69,50.25,28.64,2.47,6.02,8.18,292,13.01,129,3.1
4c07d11e-3b4d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02003,268003,Arran Quay C,268003006,268003006,A268003006,Small Area,171,99,8189.505605416673,20880.38,12.5,55.88,88,2,100,80.81,10.83,7.79,27.27,72.73,57.5,27.5,1.73,2.02,11.7,165,3.64,94,5.32
4c07d11e-35e2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02066,268080,Inns Quay A,268080004,268080004,A268080004,Small Area,124,51,8139.107979553255,15235.08,29.17,40.87,37,1,15.69,52.94,17.19,4.42,7.84,92.16,45.78,43.37,2.29,9.8,11.29,109,13.76,53,-3.77
4c07d11e-3c2e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02129,268114,Pembroke East E,268114012,268114012,A268114012,Small Area,184,99,8096.424953210781,22726.08,14.29,33.71,84,2,100,69.7,15.38,5.88,50.51,49.49,80.85,14.89,1.82,7.07,5.98,150,22.67,92,7.61
4c07d11e-363f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02033,268033,Cabra West A,268033003,268033003,A268033003,Small Area,251,94,8066.0573011245815,31118.05,53.99,5.58,94,0,0,21.28,5.94,12.5,9.57,90.43,8.88,77.51,2.67,1.06,27.09,260,-3.46,99,-5.05
4c07d11e-3b8f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02002,268002,Arran Quay B,268002012,268002012,A268002012,Small Area,168,73,8048.393231491075,20873.73,11.26,57.74,44,0,84.93,68.49,6.41,15.43,9.59,90.41,20.8,66.4,1.9,24.66,23.21,93,80.65,49,48.98
4c07d11e-3833-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02073,268104,Mountjoy A,268104007,268104007,A268104007,Small Area,150,83,8036.308010149221,18665.29,29.31,7.33,58,1,100,85.54,3.49,26.02,0,100,4.6,77.01,1.8,9.64,22.67,151,-0.66,74,12.16
4c07d11e-3c54-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02009,268009,Ballybough A,268009009,268009009,A268009009,Small Area,212,75,7966.208541014545,26612.41,36.77,10.85,39,13,80,85.33,5.06,26.83,1.33,98.67,0,95.24,2.87,9.33,22.64,222,-4.5,76,-1.32
4c07d11e-3a45-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02121,268100,Merchants Quay C,268100002,268100002,A268100002,Small Area,176,81,7930.3971815732875,22193.09,57.14,6.82,74,0,67.9,82.72,6.9,14.07,9.88,90.12,7.21,81.08,2.2,4.94,27.84,158,11.39,78,3.85
4c07d11e-399c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02157,268153,Ushers F,268153001,268153001,A268153001,Small Area,179,100,7904.1600611220465,22646.3,10.49,21.02,76,0,100,50,6.48,4.73,30,70,57.82,30.61,1.75,19,10.61,147,21.77,87,14.94
4c07d11e-3935-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02145,268141,Royal Exchange B,268141006,268141006,A268141006,Small Area,163,83,7852.315483204659,20758.21,44.25,15.43,60,0,100,89.16,12.63,14.06,2.41,97.59,5.94,82.18,1.98,10.84,18.4,166,-1.81,82,1.22
4c07d11e-3ba5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02067,268081,Inns Quay B,268081005,268081005,A268081005,Small Area,271,115,7716.621984303627,35118.99,16.31,69.7,41,4,76.52,74.78,18.88,16.46,7.83,92.17,23.49,61.45,1.97,20,8.86,220,23.18,93,23.66
4c07d11e-397a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02138,268132,Rathmines West A,268132017,268132017,A268132017,Small Area,160,84,7691.256478985888,20802.84,7.38,47.13,66,1,72.62,71.43,14.14,7.24,23.81,76.19,50.98,37.25,1.93,11.9,10,170,-5.88,88,-4.55
4c07d11e-3884-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02088,268138,Rotunda A,268138009,268138009/01,A268138009,Small Area,227,87,7636.723814993838,29724.79,10.73,81.19,53,9,77.01,90.8,17.14,4.81,14.94,85.06,34.35,38.93,2.33,4.6,6.17,319,-28.84,89,-2.25
4c07d11e-04e2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02058,268070,Grace Park,268070022,268070022,A268070022,Small Area,344,79,7591.385597501283,45314.52,96.57,9.04,72,1,2.53,29.11,2.41,3.27,36.71,63.29,33.33,56.59,2.61,5.06,37.5,357,-3.64,89,-11.24
4c07d11e-3c16-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02117,268096,Mansion House A,268096005,268096005,A268096005,Small Area,124,56,7575.535175610408,16368.48,6.9,70,3,44,100,83.93,21.79,6.67,39.29,60.71,79.76,14.29,1.93,5.36,8.06,123,0.81,63,-11.11
4c07d11e-3a10-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02146,268142,St. Kevin's,268142016,268142016,A268142016,Small Area,147,68,7552.071362804518,19464.86,13.95,53.47,58,3,45.59,79.41,5.48,8.03,32.35,67.65,71.79,20.51,2.29,2.94,10.2,117,25.64,60,13.33
4c07d11e-3c39-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02074,268105,Mountjoy B,268105010,268105010,A268105010,Small Area,314,115,7530.833033478917,41695.25,19.39,80.26,45,32,100,76.52,21.62,9.81,14.78,85.22,40.12,38.95,2.76,16.52,9.24,300,4.67,117,-1.71
4c07d11e-39d8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02121,268100,Merchants Quay C,268100003,268100003,A268100003,Small Area,240,104,7512.502306516961,31946.75,21.83,56.71,40,50,81.73,75,5.36,6.13,23.08,76.92,46.84,38.61,2.25,7.69,11.67,234,2.56,99,5.05
4c07d11e-392e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02120,268099,Merchants Quay B,268099005,268099005,A268099005,Small Area,147,77,7475.3868825118725,19664.53,13.95,30.61,64,4,33.77,58.44,7.23,2.96,29.87,70.13,60.58,29.81,1.99,2.6,12.93,133,10.53,66,16.67
4c07d11e-2629-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02135,268129,Rathmines East B,268129023,268129023,A268129023,Small Area,212,81,7463.929893700528,28403.27,55.88,11.37,74,1,30.86,39.51,9.89,6.01,46.91,53.09,68.75,21.53,2.38,1.23,17.45,252,-15.87,81,0
4c07d11e-3a11-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02146,268142,St. Kevin's,268142013,268142013,A268142013,Small Area,144,80,7436.13621629889,19364.9,6.67,49.64,52,5,80,80,12.77,7.35,30,70,72.55,18.63,1.85,6.25,8.33,156,-7.69,85,-5.88
4c07d11e-350e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02119,268098,Merchants Quay A,268098007,268098007,A268098007,Small Area,191,90,7426.750651791155,25717.84,45.8,4.71,76,0,100,83.33,9.09,17.22,1.11,98.89,4.07,90.24,2.13,4.44,18.85,194,-1.55,93,-3.23
4c07d11e-3b4e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02144,268140,Royal Exchange A,268140011,268140011,A268140011,Small Area,388,49,7425.694849891014,52251,10.54,57.98,24,8,100,67.35,17.14,2.37,28.57,71.43,47.67,36.05,1.96,24.49,5.67,365,6.3,89,-44.94
4c07d11e-3be6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02134,268128,Rathmines East A,268128010,268128010,A268128010,Small Area,87,53,7419.587068935734,11725.72,24.29,34.12,47,0,98.11,62.26,28,2.47,33.96,66.04,70.27,17.57,1.64,1.89,8.05,78,11.54,52,1.92
4c07d11e-3830-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02073,268104,Mountjoy A,268104008,268104008,A268104008,Small Area,225,85,7408.662038364693,30369.86,23.63,43.5,7,52,95.29,84.71,6.52,12.83,8.24,91.76,27.42,64.52,2.66,4.71,11.56,198,13.64,80,6.25
4c07d11e-3a47-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02121,268100,Merchants Quay C,268100001,268100001,A268100001,Small Area,160,69,7395.391642391152,21635.09,64.95,5,61,0,100,91.3,13.75,15.57,2.9,97.1,2.06,86.6,2.32,4.35,17.5,159,0.63,73,-5.48
4c07d11e-3be0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02003,268003,Arran Quay C,268003001,268003001,A268003001,Small Area,332,138,7365.559119494037,45074.65,3.11,49.21,10,115,100,88.41,11.73,4.95,49.28,50.72,80.62,11.63,2.3,0,5.12,351,-5.41,152,-9.21
4c07d11e-3beb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02139,268133,Rathmines West B,268133009,268133009,A268133009,Small Area,197,116,7346.260213281398,26816.37,3.68,58.2,69,2,82.76,78.45,7.87,8.76,24.14,75.86,53.6,35.2,1.65,16.38,10.15,177,11.3,101,14.85
4c07d11e-34d0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02120,268099,Merchants Quay B,268099003,268099003,A268099003,Small Area,134,64,7305.23368591988,18343.01,20.72,25.95,55,2,100,75,16.67,9.24,12.5,87.5,28.87,57.73,2.08,10.94,11.19,139,-3.6,66,-3.03
4c07d11e-3c1e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02117,268096,Mansion House A,268096016,268096016,A268096016,Small Area,161,82,7295.840154047099,22067.37,45.05,4.35,68,0,100,96.34,6.82,25,1.22,98.78,2.27,81.82,2,1.22,22.98,159,1.26,75,9.33
